chan_id,spacecraft,anomaly_class,detector,alpha,duration,f1_pa,f1_pw,p_pa,p_pw,r_pa,r_pw,latency,n_replicas,fp_rate_no_injection
P-2,SMAP,[point],lstm,0.75,64,0.3522,0.089,0.284,0.0796,0.4667,0.101,7.4,5,
P-2,SMAP,[point],vae,0.75,64,0.2546,0.2546,0.1764,0.1764,0.4667,0.4667,0.0,5,
P-2,SMAP,[point],lstm,0.75,128,0.7124,0.1306,0.6084,0.1645,0.8667,0.1083,15.4,5,
P-2,SMAP,[point],vae,0.75,128,0.553,0.4406,0.4263,0.3555,0.8,0.5875,10.93,5,
P-2,SMAP,[point],lstm,0.75,256,0.888,0.1861,0.7986,0.3277,1.0,0.1307,35.8,5,
P-2,SMAP,[point],vae,0.75,256,0.7996,0.5983,0.6677,0.5623,1.0,0.6477,51.13,5,
P-2,SMAP,[point],lstm,1.0,16,0.1446,0.0458,0.0857,0.0274,0.4667,0.1417,0.12,5,
P-2,SMAP,[point],vae,1.0,16,0.0696,0.0594,0.0383,0.0326,0.4,0.3542,2.75,5,
P-2,SMAP,[point],lstm,1.0,32,0.2304,0.0438,0.1533,0.0306,0.4667,0.0771,0.08,5,
P-2,SMAP,[point],vae,1.0,32,0.1238,0.1238,0.0718,0.0718,0.4667,0.4667,0.0,5,
P-2,SMAP,[point],lstm,1.0,64,0.5677,0.1094,0.4229,0.0937,0.8667,0.1323,10.3,5,
P-2,SMAP,[point],vae,1.0,64,0.246,0.246,0.1609,0.1609,0.5333,0.5333,0.0,5,
P-2,SMAP,[point],lstm,1.0,128,0.7109,0.0632,0.6063,0.083,0.8667,0.051,27.13,5,
P-2,SMAP,[point],vae,1.0,128,0.5182,0.4833,0.3849,0.364,0.8,0.7245,5.73,5,
P-2,SMAP,[point],lstm,1.0,256,0.8475,0.1748,0.7809,0.3048,0.9333,0.1232,32.6,5,
P-2,SMAP,[point],vae,1.0,256,0.7829,0.6807,0.6442,0.592,1.0,0.8083,12.2,5,
P-2,SMAP,[point],lstm,1.5,16,0.224,0.1252,0.1322,0.0745,0.7333,0.3917,0.77,5,
P-2,SMAP,[point],vae,1.5,16,0.0943,0.0881,0.0512,0.0478,0.6,0.5625,0.9,5,
P-2,SMAP,[point],lstm,1.5,32,0.4065,0.1593,0.2657,0.1093,0.8667,0.2938,6.73,5,
P-2,SMAP,[point],vae,1.5,32,0.1835,0.1819,0.1066,0.1057,0.6667,0.6604,0.3,5,
P-2,SMAP,[point],lstm,1.5,64,0.6271,0.2333,0.4568,0.1939,1.0,0.2938,7.8,5,
P-2,SMAP,[point],vae,1.5,64,0.3122,0.3122,0.199,0.199,0.7333,0.7333,0.0,5,
P-2,SMAP,[point],lstm,1.5,128,0.781,0.2867,0.6407,0.3154,1.0,0.2635,15.33,5,
P-2,SMAP,[point],vae,1.5,128,0.5926,0.5596,0.4212,0.4018,1.0,0.9234,6.87,5,
P-2,SMAP,[point],lstm,1.5,256,0.8859,0.4057,0.7952,0.5474,1.0,0.3255,4.47,5,
P-2,SMAP,[point],vae,1.5,256,0.7443,0.6945,0.5934,0.567,1.0,0.9013,9.87,5,
D-4,SMAP,[point],lstm,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0.00291
D-4,SMAP,[point],vae,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0.06431
D-4,SMAP,[point],lstm,0.1,16,0.373,0.0481,0.4338,0.0869,0.3333,0.0333,0.0,5,
D-4,SMAP,[point],vae,0.1,16,0.0167,0.0167,0.0095,0.0095,0.0667,0.0667,0.0,5,
D-4,SMAP,[point],lstm,0.1,32,0.5646,0.0417,0.6241,0.1254,0.5333,0.025,3.83,5,
D-4,SMAP,[point],vae,0.1,32,0.0593,0.0593,0.0381,0.0381,0.1333,0.1333,0.0,5,
D-4,SMAP,[point],lstm,0.1,64,0.5878,0.0262,0.6916,0.1319,0.5333,0.0146,3.5,5,
D-4,SMAP,[point],vae,0.1,64,0.0488,0.0026,0.0384,0.0022,0.0667,0.0031,61.0,5,
D-4,SMAP,[point],lstm,0.1,128,0.8587,0.0256,0.945,0.2287,0.8,0.0135,12.8,5,
D-4,SMAP,[point],vae,0.1,128,0.0717,0.0512,0.0776,0.0597,0.0667,0.0448,0.0,5,
D-4,SMAP,[point],lstm,0.1,256,0.9503,0.0262,0.9783,0.4055,0.9333,0.0135,47.33,5,
D-4,SMAP,[point],vae,0.1,256,0.0,0.0,0.0,0.0,0.0,0.0,,5,
D-4,SMAP,[point],lstm,0.25,16,0.8029,0.1394,0.7079,0.212,0.9333,0.1042,0.87,5,
D-4,SMAP,[point],vae,0.25,16,0.0,0.0,0.0,0.0,0.0,0.0,,5,
D-4,SMAP,[point],lstm,0.25,32,0.8666,0.1371,0.8158,0.2955,0.9333,0.0896,3.73,5,
D-4,SMAP,[point],vae,0.25,32,0.0,0.0,0.0,0.0,0.0,0.0,,5,
D-4,SMAP,[point],lstm,0.25,64,0.9538,0.1322,0.9118,0.4138,1.0,0.0802,5.4,5,
D-4,SMAP,[point],vae,0.25,64,0.0489,0.0034,0.0386,0.0029,0.0667,0.0042,60.0,5,
D-4,SMAP,[point],lstm,0.25,128,0.9778,0.1156,0.9567,0.5668,1.0,0.0646,10.47,5,
D-4,SMAP,[point],vae,0.25,128,0.0602,0.0311,0.0548,0.0305,0.0667,0.0318,67.0,5,
D-4,SMAP,[point],lstm,0.25,256,0.9885,0.0995,0.9774,0.6602,1.0,0.0542,15.4,5,
D-4,SMAP,[point],vae,0.25,256,0.0,0.0,0.0,0.0,0.0,0.0,,5,
D-4,SMAP,[point],lstm,0.5,16,0.7432,0.2567,0.6548,0.3171,0.8667,0.2167,0.4,5,
D-4,SMAP,[point],vae,0.5,16,0.0,0.0,0.0,0.0,0.0,0.0,,5,
D-4,SMAP,[point],lstm,0.5,32,0.8583,0.2255,0.8005,0.3969,0.9333,0.1583,0.07,5,
D-4,SMAP,[point],vae,0.5,32,0.0296,0.0296,0.019,0.019,0.0667,0.0667,0.0,5,
D-4,SMAP,[point],lstm,0.5,64,0.9491,0.3682,0.9032,0.6789,1.0,0.2583,0.73,5,
D-4,SMAP,[point],vae,0.5,64,0.1708,0.1703,0.1257,0.1254,0.2667,0.2656,0.0,5,
D-4,SMAP,[point],lstm,0.5,128,0.9759,0.3683,0.9529,0.8192,1.0,0.2401,2.07,5,
D-4,SMAP,[point],vae,0.5,128,0.0,0.0,0.0,0.0,0.0,0.0,,5,
D-4,SMAP,[point],lstm,0.5,256,0.9866,0.3339,0.9736,0.8811,1.0,0.207,0.07,5,
D-4,SMAP,[point],vae,0.5,256,0.1647,0.1041,0.2221,0.1628,0.1333,0.0766,12.5,5,
D-4,SMAP,[point],lstm,0.75,16,0.8042,0.329,0.6727,0.3732,1.0,0.2958,0.0,5,
D-4,SMAP,[point],vae,0.75,16,0.0,0.0,0.0,0.0,0.0,0.0,,5,
D-4,SMAP,[point],lstm,0.75,32,0.8873,0.3647,0.7974,0.5179,1.0,0.2833,0.0,5,
D-4,SMAP,[point],vae,0.75,32,0.0242,0.0242,0.0148,0.0148,0.0667,0.0667,0.0,5,
D-4,SMAP,[point],lstm,0.75,64,0.9435,0.3776,0.893,0.6744,1.0,0.2646,0.33,5,
D-4,SMAP,[point],vae,0.75,64,0.1255,0.1255,0.0915,0.0915,0.2,0.2,0.0,5,
D-4,SMAP,[point],lstm,0.75,128,0.9719,0.4665,0.9454,0.8459,1.0,0.3245,1.33,5,
D-4,SMAP,[point],vae,0.75,128,0.4328,0.3153,0.3667,0.2808,0.5333,0.362,23.6,5,
D-4,SMAP,[point],lstm,0.75,256,0.9866,0.4515,0.9736,0.9151,1.0,0.3021,1.2,5,
D-4,SMAP,[point],vae,0.75,256,0.7754,0.5195,0.6704,0.5265,0.9333,0.5185,35.6,5,
D-4,SMAP,[point],lstm,1.0,16,0.8102,0.5536,0.6816,0.5421,1.0,0.5792,0.13,5,
D-4,SMAP,[point],vae,1.0,16,0.0,0.0,0.0,0.0,0.0,0.0,,5,
D-4,SMAP,[point],lstm,1.0,32,0.88,0.6906,0.7859,0.7079,1.0,0.6813,0.67,5,
D-4,SMAP,[point],vae,1.0,32,0.1371,0.1371,0.083,0.083,0.4,0.4,0.0,5,
D-4,SMAP,[point],lstm,1.0,64,0.9407,0.7181,0.8882,0.833,1.0,0.6344,0.27,5,
D-4,SMAP,[point],vae,1.0,64,0.2418,0.1831,0.176,0.1304,0.4,0.3177,0.0,5,
D-4,SMAP,[point],lstm,1.0,128,0.9695,0.7567,0.9407,0.9114,1.0,0.6479,0.0,5,
D-4,SMAP,[point],vae,1.0,128,0.5234,0.444,0.41,0.3574,0.7333,0.5979,17.5,5,
D-4,SMAP,[point],lstm,1.0,256,0.9866,0.7564,0.9736,0.9578,1.0,0.6292,0.0,5,
D-4,SMAP,[point],vae,1.0,256,0.8056,0.5827,0.6759,0.5582,1.0,0.6214,47.33,5,
D-4,SMAP,[point],lstm,1.5,16,0.7668,0.692,0.6228,0.5849,1.0,0.8625,0.0,5,
D-4,SMAP,[point],vae,1.5,16,0.0915,0.0915,0.0497,0.0497,0.6,0.6,0.0,5,
D-4,SMAP,[point],lstm,1.5,32,0.884,0.736,0.7922,0.7368,1.0,0.7375,0.0,5,
D-4,SMAP,[point],vae,1.5,32,0.0942,0.0942,0.0572,0.0572,0.2667,0.2667,0.0,5,
D-4,SMAP,[point],lstm,1.5,64,0.9362,0.8339,0.8801,0.8567,1.0,0.8167,0.0,5,
D-4,SMAP,[point],vae,1.5,64,0.3095,0.3095,0.2031,0.2031,0.6667,0.6667,0.0,5,
D-4,SMAP,[point],lstm,1.5,128,0.9648,0.8384,0.932,0.914,1.0,0.7745,0.0,5,
D-4,SMAP,[point],vae,1.5,128,0.5605,0.4929,0.4153,0.3735,0.8667,0.7292,8.27,5,
D-4,SMAP,[point],lstm,1.5,256,0.984,0.8477,0.9685,0.9589,1.0,0.7607,0.07,5,
D-4,SMAP,[point],vae,1.5,256,0.7915,0.6849,0.6557,0.6015,1.0,0.7958,31.0,5,
G-1,SMAP,[contextual],lstm,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0.0
G-1,SMAP,[contextual],vae,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0.12746
G-1,SMAP,[contextual],lstm,0.1,16,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-1,SMAP,[contextual],vae,0.1,16,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-1,SMAP,[contextual],lstm,0.1,32,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-1,SMAP,[contextual],vae,0.1,32,0.0354,0.0148,0.0204,0.0086,0.1333,0.0542,19.0,5,
G-1,SMAP,[contextual],lstm,0.1,64,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-1,SMAP,[contextual],vae,0.1,64,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-1,SMAP,[contextual],lstm,0.1,128,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-1,SMAP,[contextual],vae,0.1,128,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-1,SMAP,[contextual],lstm,0.1,256,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-1,SMAP,[contextual],vae,0.1,256,0.0737,0.0066,0.0824,0.0099,0.0667,0.0049,0.0,5,
G-1,SMAP,[contextual],lstm,0.25,16,0.2565,0.0314,0.3822,0.2667,0.2,0.0167,12.5,5,
G-1,SMAP,[contextual],vae,0.25,16,0.0195,0.0195,0.0105,0.0105,0.1333,0.1333,0.0,5,
G-1,SMAP,[contextual],lstm,0.25,32,0.0992,0.0041,0.1939,0.1,0.0667,0.0021,14.0,5,
G-1,SMAP,[contextual],vae,0.25,32,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-1,SMAP,[contextual],lstm,0.25,64,0.1,0.0041,0.2,0.2,0.0667,0.0021,44.0,5,
G-1,SMAP,[contextual],vae,0.25,64,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-1,SMAP,[contextual],lstm,0.25,128,0.4594,0.0093,0.7954,0.7,0.3333,0.0047,51.38,5,
G-1,SMAP,[contextual],vae,0.25,128,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-1,SMAP,[contextual],lstm,0.25,256,0.5198,0.0057,0.7988,0.7048,0.4,0.0029,97.88,5,
G-1,SMAP,[contextual],vae,0.25,256,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-1,SMAP,[contextual],lstm,0.5,16,0.6791,0.1601,0.8524,0.4528,0.6,0.1,2.4,5,
G-1,SMAP,[contextual],vae,0.5,16,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-1,SMAP,[contextual],lstm,0.5,32,0.6831,0.1099,0.9303,0.5624,0.6,0.0625,0.8,5,
G-1,SMAP,[contextual],vae,0.5,32,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-1,SMAP,[contextual],lstm,0.5,64,0.9579,0.0908,0.9959,0.9407,0.9333,0.0479,11.57,5,
G-1,SMAP,[contextual],vae,0.5,64,0.0285,0.0139,0.0181,0.0089,0.0667,0.0312,0.0,5,
G-1,SMAP,[contextual],lstm,0.5,128,0.8934,0.0892,0.9803,0.6778,0.8667,0.0479,20.2,5,
G-1,SMAP,[contextual],vae,0.5,128,0.1491,0.0572,0.1189,0.0474,0.2,0.0724,0.0,5,
G-1,SMAP,[contextual],lstm,0.5,256,0.9978,0.0495,0.9956,0.8545,1.0,0.0255,50.2,5,
G-1,SMAP,[contextual],vae,0.5,256,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-1,SMAP,[contextual],lstm,0.75,16,0.8522,0.3079,0.8492,0.5744,0.8667,0.2167,0.6,5,
G-1,SMAP,[contextual],vae,0.75,16,0.029,0.008,0.0156,0.0043,0.2,0.0542,3.33,5,
G-1,SMAP,[contextual],lstm,0.75,32,0.9727,0.2083,0.9468,0.6869,1.0,0.1229,3.07,5,
G-1,SMAP,[contextual],vae,0.75,32,0.0195,0.0195,0.0114,0.0114,0.0667,0.0667,0.0,5,
G-1,SMAP,[contextual],lstm,0.75,64,0.9488,0.122,0.9743,0.7079,0.9333,0.0677,5.4,5,
G-1,SMAP,[contextual],vae,0.75,64,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-1,SMAP,[contextual],lstm,0.75,128,0.9915,0.1622,0.9831,0.8303,1.0,0.0901,2.2,5,
G-1,SMAP,[contextual],vae,0.75,128,0.0448,0.0272,0.0338,0.021,0.0667,0.0385,0.0,5,
G-1,SMAP,[contextual],lstm,0.75,256,0.9965,0.1113,0.993,0.8873,1.0,0.0596,22.8,5,
G-1,SMAP,[contextual],vae,0.75,256,0.2514,0.0931,0.2379,0.1074,0.2667,0.0846,81.83,5,
G-1,SMAP,[contextual],lstm,1.0,16,0.8045,0.3354,0.7942,0.5273,0.8667,0.2583,0.93,5,
G-1,SMAP,[contextual],vae,1.0,16,0.0281,0.0281,0.0151,0.0151,0.2,0.2,0.0,5,
G-1,SMAP,[contextual],lstm,1.0,32,0.9776,0.2838,0.9564,0.763,1.0,0.1771,1.87,5,
G-1,SMAP,[contextual],vae,1.0,32,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-1,SMAP,[contextual],lstm,1.0,64,0.9418,0.2733,0.9611,0.8156,0.9333,0.1656,2.73,5,
G-1,SMAP,[contextual],vae,1.0,64,0.1083,0.1025,0.0681,0.0645,0.2667,0.2521,0.0,5,
G-1,SMAP,[contextual],lstm,1.0,128,0.992,0.1706,0.9841,0.8278,1.0,0.0984,1.6,5,
G-1,SMAP,[contextual],vae,1.0,128,0.1396,0.1028,0.1074,0.0807,0.2,0.1422,0.0,5,
G-1,SMAP,[contextual],lstm,1.0,256,0.9942,0.2216,0.9884,0.9151,1.0,0.1263,3.93,5,
G-1,SMAP,[contextual],vae,1.0,256,0.5197,0.2871,0.4327,0.28,0.6667,0.3021,78.33,5,
G-1,SMAP,[contextual],lstm,1.5,16,0.8282,0.4786,0.7508,0.5735,0.9333,0.4125,0.2,5,
G-1,SMAP,[contextual],vae,1.5,16,0.0458,0.0458,0.0246,0.0246,0.3333,0.3333,0.0,5,
G-1,SMAP,[contextual],lstm,1.5,32,0.9349,0.583,0.8778,0.7667,1.0,0.475,0.67,5,
G-1,SMAP,[contextual],vae,1.5,32,0.1781,0.1781,0.0993,0.0993,0.8667,0.8667,0.0,5,
G-1,SMAP,[contextual],lstm,1.5,64,0.9663,0.4058,0.9349,0.781,1.0,0.2781,0.8,5,
G-1,SMAP,[contextual],vae,1.5,64,0.3192,0.319,0.1928,0.1926,0.9333,0.9323,0.07,5,
G-1,SMAP,[contextual],lstm,1.5,128,0.9872,0.4644,0.9747,0.9181,1.0,0.3161,0.13,5,
G-1,SMAP,[contextual],vae,1.5,128,0.5254,0.5126,0.3568,0.3491,1.0,0.9672,1.0,5,
G-1,SMAP,[contextual],lstm,1.5,256,0.9924,0.4681,0.9849,0.9522,1.0,0.3112,0.0,5,
G-1,SMAP,[contextual],vae,1.5,256,0.693,0.647,0.5315,0.5057,1.0,0.9016,5.87,5,
G-2,SMAP,[point],lstm,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0.0
G-2,SMAP,[point],vae,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0.0
G-2,SMAP,[point],lstm,0.1,16,0.5929,0.5911,0.4218,0.4208,1.0,0.9958,0.0,5,
G-2,SMAP,[point],vae,0.1,16,0.2256,0.2256,0.1272,0.1272,1.0,1.0,0.0,5,
G-2,SMAP,[point],lstm,0.1,32,0.7523,0.7523,0.6035,0.6035,1.0,1.0,0.0,5,
G-2,SMAP,[point],vae,0.1,32,0.3636,0.3636,0.2222,0.2222,1.0,1.0,0.0,5,
G-2,SMAP,[point],lstm,0.1,64,0.8596,0.8596,0.7541,0.7541,1.0,1.0,0.0,5,
G-2,SMAP,[point],vae,0.1,64,0.5358,0.5358,0.3659,0.3659,1.0,1.0,0.0,5,
G-2,SMAP,[point],lstm,0.1,128,0.928,0.9278,0.8657,0.8657,1.0,0.9995,0.0,5,
G-2,SMAP,[point],vae,0.1,128,0.702,0.702,0.541,0.541,1.0,1.0,0.0,5,
G-2,SMAP,[point],lstm,0.1,256,0.9619,0.9616,0.9267,0.9267,1.0,0.9992,0.0,5,
G-2,SMAP,[point],vae,0.1,256,0.8219,0.8219,0.6977,0.6977,1.0,1.0,0.0,5,
G-2,SMAP,[point],lstm,0.25,16,0.6043,0.6043,0.4335,0.4335,1.0,1.0,0.0,5,
G-2,SMAP,[point],vae,0.25,16,0.2239,0.2239,0.1261,0.1261,1.0,1.0,0.0,5,
G-2,SMAP,[point],lstm,0.25,32,0.7411,0.7411,0.5893,0.5893,1.0,1.0,0.0,5,
G-2,SMAP,[point],vae,0.25,32,0.3659,0.3659,0.2239,0.2239,1.0,1.0,0.0,5,
G-2,SMAP,[point],lstm,0.25,64,0.8574,0.8574,0.7511,0.7511,1.0,1.0,0.0,5,
G-2,SMAP,[point],vae,0.25,64,0.5358,0.5358,0.3659,0.3659,1.0,1.0,0.0,5,
G-2,SMAP,[point],lstm,0.25,128,0.9218,0.9216,0.8551,0.855,1.0,0.9995,0.0,5,
G-2,SMAP,[point],vae,0.25,128,0.6957,0.6957,0.5333,0.5333,1.0,1.0,0.0,5,
G-2,SMAP,[point],lstm,0.25,256,0.9582,0.9581,0.9198,0.9198,1.0,0.9997,0.0,5,
G-2,SMAP,[point],vae,0.25,256,0.8248,0.8248,0.7019,0.7019,1.0,1.0,0.0,5,
G-2,SMAP,[point],lstm,0.5,16,0.5897,0.5897,0.4197,0.4197,1.0,1.0,0.0,5,
G-2,SMAP,[point],vae,0.5,16,0.2222,0.2222,0.125,0.125,1.0,1.0,0.0,5,
G-2,SMAP,[point],lstm,0.5,32,0.7649,0.7649,0.6197,0.6197,1.0,1.0,0.0,5,
G-2,SMAP,[point],vae,0.5,32,0.3659,0.3659,0.2239,0.2239,1.0,1.0,0.0,5,
G-2,SMAP,[point],lstm,0.5,64,0.8593,0.8593,0.7535,0.7535,1.0,1.0,0.0,5,
G-2,SMAP,[point],vae,0.5,64,0.5358,0.5358,0.3659,0.3659,1.0,1.0,0.0,5,
G-2,SMAP,[point],lstm,0.5,128,0.9182,0.9182,0.8492,0.8492,1.0,1.0,0.0,5,
G-2,SMAP,[point],vae,0.5,128,0.7018,0.7018,0.5406,0.5406,1.0,1.0,0.0,5,
G-2,SMAP,[point],lstm,0.5,256,0.9589,0.9589,0.9212,0.9212,1.0,1.0,0.0,5,
G-2,SMAP,[point],vae,0.5,256,0.8234,0.8234,0.6998,0.6998,1.0,1.0,0.0,5,
G-2,SMAP,[point],lstm,0.75,16,0.6024,0.6024,0.4317,0.4317,1.0,1.0,0.0,5,
G-2,SMAP,[point],vae,0.75,16,0.2292,0.2292,0.1294,0.1294,1.0,1.0,0.0,5,
G-2,SMAP,[point],lstm,0.75,32,0.74,0.74,0.5884,0.5884,1.0,1.0,0.0,5,
G-2,SMAP,[point],vae,0.75,32,0.3732,0.3732,0.2295,0.2295,1.0,1.0,0.0,5,
G-2,SMAP,[point],lstm,0.75,64,0.8471,0.8471,0.7353,0.7353,1.0,1.0,0.0,5,
G-2,SMAP,[point],vae,0.75,64,0.5333,0.5333,0.3636,0.3636,1.0,1.0,0.0,5,
G-2,SMAP,[point],lstm,0.75,128,0.9152,0.9152,0.8441,0.8441,1.0,1.0,0.0,5,
G-2,SMAP,[point],vae,0.75,128,0.6977,0.6977,0.5358,0.5358,1.0,1.0,0.0,5,
G-2,SMAP,[point],lstm,0.75,256,0.9566,0.9566,0.9169,0.9169,1.0,1.0,0.0,5,
G-2,SMAP,[point],vae,0.75,256,0.8234,0.8234,0.6998,0.6998,1.0,1.0,0.0,5,
G-2,SMAP,[point],lstm,1.0,16,0.587,0.587,0.4162,0.4162,1.0,1.0,0.0,5,
G-2,SMAP,[point],vae,1.0,16,0.2222,0.2222,0.125,0.125,1.0,1.0,0.0,5,
G-2,SMAP,[point],lstm,1.0,32,0.7359,0.7359,0.5831,0.5831,1.0,1.0,0.0,5,
G-2,SMAP,[point],vae,1.0,32,0.3683,0.3683,0.2258,0.2258,1.0,1.0,0.0,5,
G-2,SMAP,[point],lstm,1.0,64,0.8399,0.8399,0.7248,0.7248,1.0,1.0,0.0,5,
G-2,SMAP,[point],vae,1.0,64,0.541,0.541,0.3709,0.3709,1.0,1.0,0.0,5,
G-2,SMAP,[point],lstm,1.0,128,0.9205,0.9202,0.8527,0.8526,1.0,0.9995,0.0,5,
G-2,SMAP,[point],vae,1.0,128,0.6977,0.6977,0.5358,0.5358,1.0,1.0,0.0,5,
G-2,SMAP,[point],lstm,1.0,256,0.9468,0.9468,0.899,0.899,1.0,1.0,0.0,5,
G-2,SMAP,[point],vae,1.0,256,0.8291,0.8291,0.7081,0.7081,1.0,1.0,0.0,5,
G-2,SMAP,[point],lstm,1.5,16,0.5508,0.5508,0.3814,0.3814,1.0,1.0,0.0,5,
G-2,SMAP,[point],vae,1.5,16,0.2256,0.2256,0.1272,0.1272,1.0,1.0,0.0,5,
G-2,SMAP,[point],lstm,1.5,32,0.7221,0.7221,0.5668,0.5668,1.0,1.0,0.0,5,
G-2,SMAP,[point],vae,1.5,32,0.3659,0.3659,0.2239,0.2239,1.0,1.0,0.0,5,
G-2,SMAP,[point],lstm,1.5,64,0.8253,0.8253,0.7039,0.7039,1.0,1.0,0.0,5,
G-2,SMAP,[point],vae,1.5,64,0.5382,0.5382,0.3682,0.3682,1.0,1.0,0.0,5,
G-2,SMAP,[point],lstm,1.5,128,0.911,0.9107,0.8371,0.837,1.0,0.9995,0.0,5,
G-2,SMAP,[point],vae,1.5,128,0.6997,0.6997,0.5382,0.5382,1.0,1.0,0.0,5,
G-2,SMAP,[point],lstm,1.5,256,0.9554,0.9554,0.9147,0.9147,1.0,1.0,0.0,5,
G-2,SMAP,[point],vae,1.5,256,0.8219,0.8219,0.6977,0.6977,1.0,1.0,0.0,5,
D-5,SMAP,[point],lstm,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1,1.0
D-5,SMAP,[point],vae,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1,1.0
D-5,SMAP,[point],lstm,0.1,16,0.0201,0.0201,0.0101,0.0101,1.0,1.0,0.0,5,
D-5,SMAP,[point],vae,0.1,16,0.0198,0.0198,0.01,0.01,1.0,1.0,0.0,5,
D-5,SMAP,[point],lstm,0.1,32,0.0397,0.0397,0.0203,0.0203,1.0,1.0,0.0,5,
D-5,SMAP,[point],vae,0.1,32,0.0392,0.0392,0.02,0.02,1.0,1.0,0.0,5,
D-5,SMAP,[point],lstm,0.1,64,0.0779,0.0779,0.0405,0.0405,1.0,1.0,0.0,5,
D-5,SMAP,[point],vae,0.1,64,0.0769,0.0769,0.04,0.04,1.0,1.0,0.0,5,
D-5,SMAP,[point],lstm,0.1,128,0.15,0.15,0.0811,0.0811,1.0,1.0,0.0,5,
D-5,SMAP,[point],vae,0.1,128,0.1481,0.1481,0.08,0.08,1.0,1.0,0.0,5,
D-5,SMAP,[point],lstm,0.1,256,0.2791,0.2791,0.1622,0.1622,1.0,1.0,0.0,5,
D-5,SMAP,[point],vae,0.1,256,0.2759,0.2759,0.16,0.16,1.0,1.0,0.0,5,
D-5,SMAP,[point],lstm,0.25,16,0.0201,0.0201,0.0101,0.0101,1.0,1.0,0.0,5,
D-5,SMAP,[point],vae,0.25,16,0.0198,0.0198,0.01,0.01,1.0,1.0,0.0,5,
D-5,SMAP,[point],lstm,0.25,32,0.0397,0.0397,0.0203,0.0203,1.0,1.0,0.0,5,
D-5,SMAP,[point],vae,0.25,32,0.0392,0.0392,0.02,0.02,1.0,1.0,0.0,5,
D-5,SMAP,[point],lstm,0.25,64,0.0779,0.0779,0.0405,0.0405,1.0,1.0,0.0,5,
D-5,SMAP,[point],vae,0.25,64,0.0769,0.0769,0.04,0.04,1.0,1.0,0.0,5,
D-5,SMAP,[point],lstm,0.25,128,0.15,0.15,0.0811,0.0811,1.0,1.0,0.0,5,
D-5,SMAP,[point],vae,0.25,128,0.1481,0.1481,0.08,0.08,1.0,1.0,0.0,5,
D-5,SMAP,[point],lstm,0.25,256,0.2791,0.2791,0.1622,0.1622,1.0,1.0,0.0,5,
D-5,SMAP,[point],vae,0.25,256,0.2759,0.2759,0.16,0.16,1.0,1.0,0.0,5,
D-5,SMAP,[point],lstm,0.5,16,0.0201,0.0201,0.0101,0.0101,1.0,1.0,0.0,5,
D-5,SMAP,[point],vae,0.5,16,0.0198,0.0198,0.01,0.01,1.0,1.0,0.0,5,
D-5,SMAP,[point],lstm,0.5,32,0.0397,0.0397,0.0203,0.0203,1.0,1.0,0.0,5,
D-5,SMAP,[point],vae,0.5,32,0.0392,0.0392,0.02,0.02,1.0,1.0,0.0,5,
D-5,SMAP,[point],lstm,0.5,64,0.0779,0.0779,0.0405,0.0405,1.0,1.0,0.0,5,
D-5,SMAP,[point],vae,0.5,64,0.0769,0.0769,0.04,0.04,1.0,1.0,0.0,5,
D-5,SMAP,[point],lstm,0.5,128,0.15,0.15,0.0811,0.0811,1.0,1.0,0.0,5,
D-5,SMAP,[point],vae,0.5,128,0.1481,0.1481,0.08,0.08,1.0,1.0,0.0,5,
D-5,SMAP,[point],lstm,0.5,256,0.2791,0.2791,0.1622,0.1622,1.0,1.0,0.0,5,
D-5,SMAP,[point],vae,0.5,256,0.2759,0.2759,0.16,0.16,1.0,1.0,0.0,5,
D-5,SMAP,[point],lstm,0.75,16,0.0201,0.0201,0.0101,0.0101,1.0,1.0,0.0,5,
D-5,SMAP,[point],vae,0.75,16,0.0198,0.0198,0.01,0.01,1.0,1.0,0.0,5,
