chan_id,spacecraft,anomaly_class,detector,alpha,duration,f1_pa,f1_pw,p_pa,p_pw,r_pa,r_pw,latency,n_replicas,fp_rate_no_injection
D-5,SMAP,[point],lstm,0.75,32,0.0397,0.0397,0.0203,0.0203,1.0,1.0,0.0,5,
D-5,SMAP,[point],vae,0.75,32,0.0392,0.0392,0.02,0.02,1.0,1.0,0.0,5,
D-5,SMAP,[point],lstm,0.75,64,0.0779,0.0779,0.0405,0.0405,1.0,1.0,0.0,5,
D-5,SMAP,[point],vae,0.75,64,0.0769,0.0769,0.04,0.04,1.0,1.0,0.0,5,
D-5,SMAP,[point],lstm,0.75,128,0.15,0.15,0.0811,0.0811,1.0,1.0,0.0,5,
D-5,SMAP,[point],vae,0.75,128,0.1481,0.1481,0.08,0.08,1.0,1.0,0.0,5,
D-5,SMAP,[point],lstm,0.75,256,0.2791,0.2791,0.1622,0.1622,1.0,1.0,0.0,5,
D-5,SMAP,[point],vae,0.75,256,0.2759,0.2759,0.16,0.16,1.0,1.0,0.0,5,
D-5,SMAP,[point],lstm,1.0,16,0.0201,0.0113,0.0101,0.0057,1.0,0.5583,0.0,5,
D-5,SMAP,[point],vae,1.0,16,0.0198,0.0198,0.01,0.01,1.0,1.0,0.0,5,
D-5,SMAP,[point],lstm,1.0,32,0.0397,0.0174,0.0203,0.0089,1.0,0.4333,0.0,5,
D-5,SMAP,[point],vae,1.0,32,0.0392,0.0392,0.02,0.02,1.0,1.0,0.0,5,
D-5,SMAP,[point],lstm,1.0,64,0.0779,0.0406,0.0405,0.0211,1.0,0.5115,0.0,5,
D-5,SMAP,[point],vae,1.0,64,0.0769,0.0769,0.04,0.04,1.0,1.0,0.0,5,
D-5,SMAP,[point],lstm,1.0,128,0.15,0.0703,0.0811,0.0381,1.0,0.4495,0.0,5,
D-5,SMAP,[point],vae,1.0,128,0.1481,0.1389,0.08,0.0751,1.0,0.9333,0.0,5,
D-5,SMAP,[point],lstm,1.0,256,0.2791,0.1496,0.1622,0.088,1.0,0.499,0.0,5,
D-5,SMAP,[point],vae,1.0,256,0.2759,0.2248,0.16,0.131,1.0,0.7917,0.0,5,
D-5,SMAP,[point],lstm,1.5,16,0.0201,0.0201,0.0101,0.0101,1.0,1.0,0.0,5,
D-5,SMAP,[point],vae,1.5,16,0.0198,0.0198,0.01,0.01,1.0,1.0,0.0,5,
D-5,SMAP,[point],lstm,1.5,32,0.0397,0.0397,0.0203,0.0203,1.0,1.0,0.0,5,
D-5,SMAP,[point],vae,1.5,32,0.0392,0.0392,0.02,0.02,1.0,1.0,0.0,5,
D-5,SMAP,[point],lstm,1.5,64,0.0779,0.0779,0.0405,0.0405,1.0,1.0,0.0,5,
D-5,SMAP,[point],vae,1.5,64,0.0769,0.0769,0.04,0.04,1.0,1.0,0.0,5,
D-5,SMAP,[point],lstm,1.5,128,0.15,0.15,0.0811,0.0811,1.0,1.0,0.0,5,
D-5,SMAP,[point],vae,1.5,128,0.1481,0.1481,0.08,0.08,1.0,1.0,0.0,5,
D-5,SMAP,[point],lstm,1.5,256,0.2791,0.2791,0.1622,0.1622,1.0,1.0,0.0,5,
D-5,SMAP,[point],vae,1.5,256,0.2759,0.2759,0.16,0.16,1.0,1.0,0.0,5,
G-3,SMAP,[point],lstm,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0.0
G-3,SMAP,[point],vae,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0.0
G-3,SMAP,[point],lstm,0.1,16,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],vae,0.1,16,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],lstm,0.1,32,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],vae,0.1,32,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],lstm,0.1,64,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],vae,0.1,64,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],lstm,0.1,128,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],vae,0.1,128,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],lstm,0.1,256,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],vae,0.1,256,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],lstm,0.25,16,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],vae,0.25,16,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],lstm,0.25,32,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],vae,0.25,32,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],lstm,0.25,64,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],vae,0.25,64,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],lstm,0.25,128,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],vae,0.25,128,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],lstm,0.25,256,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],vae,0.25,256,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],lstm,0.5,16,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],vae,0.5,16,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],lstm,0.5,32,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],vae,0.5,32,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],lstm,0.5,64,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],vae,0.5,64,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],lstm,0.5,128,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],vae,0.5,128,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],lstm,0.5,256,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],vae,0.5,256,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],lstm,0.75,16,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],vae,0.75,16,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],lstm,0.75,32,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],vae,0.75,32,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],lstm,0.75,64,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],vae,0.75,64,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],lstm,0.75,128,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],vae,0.75,128,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],lstm,0.75,256,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],vae,0.75,256,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],lstm,1.0,16,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],vae,1.0,16,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],lstm,1.0,32,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],vae,1.0,32,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],lstm,1.0,64,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],vae,1.0,64,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],lstm,1.0,128,0.1,0.001,0.2,0.2,0.0667,0.0005,67.0,5,
G-3,SMAP,[point],vae,1.0,128,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],lstm,1.0,256,0.26,0.0016,0.4,0.4,0.2,0.0008,141.75,5,
G-3,SMAP,[point],vae,1.0,256,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],lstm,1.5,16,0.36,0.0468,0.4,0.4,0.3333,0.025,0.33,5,
G-3,SMAP,[point],vae,1.5,16,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],lstm,1.5,32,0.2992,0.0123,0.5939,0.5,0.2,0.0063,9.33,5,
G-3,SMAP,[point],vae,1.5,32,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],lstm,1.5,64,0.4596,0.0144,0.7969,0.7,0.3333,0.0073,4.12,5,
G-3,SMAP,[point],vae,1.5,64,0.1,0.1,0.2,0.2,0.0667,0.0667,0.0,5,
G-3,SMAP,[point],lstm,1.5,128,0.6198,0.0114,0.9992,0.96,0.4667,0.0057,48.3,5,
G-3,SMAP,[point],vae,1.5,128,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-3,SMAP,[point],lstm,1.5,256,0.88,0.0103,1.0,1.0,0.8,0.0052,51.93,5,
G-3,SMAP,[point],vae,1.5,256,0.1,0.0509,0.2,0.2,0.0667,0.0292,2.0,5,
T-2,SMAP,[point],lstm,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0.54752
T-2,SMAP,[point],vae,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0.0
T-2,SMAP,[point],lstm,0.1,16,0.0238,0.0175,0.012,0.0088,0.9333,0.6833,1.2,5,
T-2,SMAP,[point],vae,0.1,16,0.0,0.0,0.0,0.0,0.0,0.0,,5,
T-2,SMAP,[point],lstm,0.1,32,0.0497,0.0337,0.0255,0.0173,1.0,0.6729,1.87,5,
T-2,SMAP,[point],vae,0.1,32,0.0,0.0,0.0,0.0,0.0,0.0,,5,
T-2,SMAP,[point],lstm,0.1,64,0.0964,0.0538,0.0507,0.0283,1.0,0.5469,2.6,5,
T-2,SMAP,[point],vae,0.1,64,0.0,0.0,0.0,0.0,0.0,0.0,,5,
T-2,SMAP,[point],lstm,0.1,128,0.1803,0.1149,0.0991,0.0634,1.0,0.6161,0.6,5,
T-2,SMAP,[point],vae,0.1,128,0.0,0.0,0.0,0.0,0.0,0.0,,5,
T-2,SMAP,[point],lstm,0.1,256,0.3176,0.1784,0.1888,0.1077,1.0,0.5195,5.0,5,
T-2,SMAP,[point],vae,0.1,256,0.0,0.0,0.0,0.0,0.0,0.0,,5,
T-2,SMAP,[point],lstm,0.25,16,0.0254,0.0192,0.0128,0.0097,1.0,0.7542,0.0,5,
T-2,SMAP,[point],vae,0.25,16,0.0,0.0,0.0,0.0,0.0,0.0,,5,
T-2,SMAP,[point],lstm,0.25,32,0.05,0.0318,0.0256,0.0163,1.0,0.6312,1.53,5,
T-2,SMAP,[point],vae,0.25,32,0.0,0.0,0.0,0.0,0.0,0.0,,5,
T-2,SMAP,[point],lstm,0.25,64,0.0965,0.0601,0.0507,0.0316,1.0,0.6125,1.33,5,
T-2,SMAP,[point],vae,0.25,64,0.0,0.0,0.0,0.0,0.0,0.0,,5,
T-2,SMAP,[point],lstm,0.25,128,0.18,0.1246,0.0989,0.0686,1.0,0.6724,0.47,5,
T-2,SMAP,[point],vae,0.25,128,0.1,0.0571,0.2,0.2,0.0667,0.0333,5.0,5,
T-2,SMAP,[point],lstm,0.25,256,0.3191,0.1789,0.1898,0.1081,1.0,0.5187,3.27,5,
T-2,SMAP,[point],vae,0.25,256,0.1995,0.0591,0.3962,0.3844,0.1333,0.032,24.0,5,
T-2,SMAP,[point],lstm,0.5,16,0.0254,0.0198,0.0128,0.01,1.0,0.7792,0.6,5,
T-2,SMAP,[point],vae,0.5,16,0.0561,0.05,0.0485,0.0437,0.0667,0.0583,0.0,5,
T-2,SMAP,[point],lstm,0.5,32,0.0498,0.0348,0.0255,0.0179,1.0,0.6958,0.0,5,
T-2,SMAP,[point],vae,0.5,32,0.1407,0.1142,0.1498,0.126,0.1333,0.1062,6.5,5,
T-2,SMAP,[point],lstm,0.5,64,0.096,0.0747,0.0504,0.0392,1.0,0.7688,1.67,5,
T-2,SMAP,[point],vae,0.5,64,0.3519,0.3448,0.4769,0.4752,0.3333,0.3271,0.33,5,
T-2,SMAP,[point],lstm,0.5,128,0.1795,0.1312,0.0986,0.0722,1.0,0.712,0.33,5,
T-2,SMAP,[point],vae,0.5,128,0.2928,0.1957,0.5471,0.5079,0.2,0.1219,6.67,5,
T-2,SMAP,[point],lstm,0.5,256,0.3183,0.2483,0.1893,0.1488,1.0,0.7492,0.53,5,
T-2,SMAP,[point],vae,0.5,256,0.7648,0.4681,0.9428,0.8843,0.6667,0.332,93.3,5,
T-2,SMAP,[point],lstm,0.75,16,0.0254,0.0199,0.0129,0.0101,1.0,0.7833,0.0,5,
T-2,SMAP,[point],vae,0.75,16,0.2139,0.2016,0.1804,0.1708,0.2667,0.25,1.0,5,
T-2,SMAP,[point],lstm,0.75,32,0.0496,0.0401,0.0254,0.0205,1.0,0.8042,0.0,5,
T-2,SMAP,[point],vae,0.75,32,0.2356,0.2356,0.2333,0.2333,0.2667,0.2667,0.0,5,
T-2,SMAP,[point],lstm,0.75,64,0.0961,0.0755,0.0505,0.0397,1.0,0.7771,0.4,5,
T-2,SMAP,[point],vae,0.75,64,0.395,0.395,0.4217,0.4217,0.4,0.4,0.0,5,
T-2,SMAP,[point],lstm,0.75,128,0.1802,0.1563,0.099,0.086,1.0,0.8562,0.2,5,
T-2,SMAP,[point],vae,0.75,128,0.6005,0.5052,0.5892,0.5419,0.6667,0.5177,11.17,5,
T-2,SMAP,[point],lstm,0.75,256,0.3176,0.2632,0.1888,0.1574,1.0,0.8026,0.2,5,
T-2,SMAP,[point],vae,0.75,256,0.959,0.7505,0.9219,0.8874,1.0,0.6594,51.13,5,
T-2,SMAP,[point],lstm,1.0,16,0.0255,0.0198,0.0129,0.01,1.0,0.775,0.07,5,
T-2,SMAP,[point],vae,1.0,16,0.1344,0.1344,0.1019,0.1019,0.2,0.2,0.0,5,
T-2,SMAP,[point],lstm,1.0,32,0.0499,0.0421,0.0256,0.0216,1.0,0.8417,0.07,5,
T-2,SMAP,[point],vae,1.0,32,0.3045,0.3045,0.2512,0.2512,0.4667,0.4667,0.0,5,
T-2,SMAP,[point],lstm,1.0,64,0.096,0.0823,0.0504,0.0432,1.0,0.851,0.13,5,
T-2,SMAP,[point],vae,1.0,64,0.4899,0.4524,0.4258,0.402,0.6,0.5458,6.5,5,
T-2,SMAP,[point],lstm,1.0,128,0.1789,0.1514,0.0982,0.0833,1.0,0.8344,0.13,5,
T-2,SMAP,[point],vae,1.0,128,0.7549,0.6904,0.6927,0.666,0.8667,0.7469,1.93,5,
T-2,SMAP,[point],lstm,1.0,256,0.319,0.2814,0.1898,0.1681,1.0,0.8628,0.13,5,
T-2,SMAP,[point],vae,1.0,256,0.9322,0.8166,0.8736,0.8445,1.0,0.7953,10.07,5,
T-2,SMAP,[point],lstm,1.5,16,0.0254,0.0234,0.0129,0.0119,1.0,0.9208,0.07,5,
T-2,SMAP,[point],vae,1.5,16,0.1992,0.1992,0.1155,0.1155,0.7333,0.7333,0.0,5,
T-2,SMAP,[point],lstm,1.5,32,0.0498,0.0437,0.0255,0.0224,1.0,0.875,0.07,5,
T-2,SMAP,[point],vae,1.5,32,0.3688,0.3688,0.2627,0.2627,0.6667,0.6667,0.0,5,
T-2,SMAP,[point],lstm,1.5,64,0.0958,0.0872,0.0503,0.0458,1.0,0.9062,0.07,5,
T-2,SMAP,[point],vae,1.5,64,0.6348,0.6244,0.4845,0.479,0.9333,0.9115,1.0,5,
T-2,SMAP,[point],lstm,1.5,128,0.1798,0.1657,0.0988,0.0911,1.0,0.9146,0.07,5,
T-2,SMAP,[point],vae,1.5,128,0.792,0.7646,0.6568,0.6444,1.0,0.9453,5.4,5,
T-2,SMAP,[point],lstm,1.5,256,0.3177,0.2907,0.1888,0.1733,1.0,0.9008,0.0,5,
T-2,SMAP,[point],vae,1.5,256,0.898,0.8439,0.815,0.7977,1.0,0.8977,11.33,5,
D-9,SMAP,[point],lstm,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0.0
D-9,SMAP,[point],vae,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0.0
D-9,SMAP,[point],lstm,0.1,16,0.4478,0.4478,0.289,0.289,1.0,1.0,0.0,5,
D-9,SMAP,[point],vae,0.1,16,0.2274,0.2274,0.1283,0.1283,1.0,1.0,0.0,5,
D-9,SMAP,[point],lstm,0.1,32,0.6043,0.6043,0.433,0.433,1.0,1.0,0.0,5,
D-9,SMAP,[point],vae,0.1,32,0.3659,0.3659,0.2239,0.2239,1.0,1.0,0.0,5,
D-9,SMAP,[point],lstm,0.1,64,0.7689,0.7689,0.6255,0.6255,1.0,1.0,0.0,5,
D-9,SMAP,[point],vae,0.1,64,0.5358,0.5358,0.3659,0.3659,1.0,1.0,0.0,5,
D-9,SMAP,[point],lstm,0.1,128,0.8609,0.8609,0.7561,0.7561,1.0,1.0,0.0,5,
D-9,SMAP,[point],vae,0.1,128,0.6957,0.6957,0.5333,0.5333,1.0,1.0,0.0,5,
D-9,SMAP,[point],lstm,0.1,256,0.9268,0.9268,0.8637,0.8637,1.0,1.0,0.0,5,
D-9,SMAP,[point],vae,0.1,256,0.8219,0.8219,0.6977,0.6977,1.0,1.0,0.0,5,
D-9,SMAP,[point],lstm,0.25,16,0.423,0.423,0.2686,0.2686,1.0,1.0,0.0,5,
D-9,SMAP,[point],vae,0.25,16,0.2222,0.2222,0.125,0.125,1.0,1.0,0.0,5,
D-9,SMAP,[point],lstm,0.25,32,0.5746,0.5737,0.4034,0.4029,1.0,0.9979,0.0,5,
D-9,SMAP,[point],vae,0.25,32,0.3659,0.3659,0.2239,0.2239,1.0,1.0,0.0,5,
D-9,SMAP,[point],lstm,0.25,64,0.7449,0.7449,0.5937,0.5937,1.0,1.0,0.0,5,
D-9,SMAP,[point],vae,0.25,64,0.5434,0.5434,0.3732,0.3732,1.0,1.0,0.0,5,
D-9,SMAP,[point],lstm,0.25,128,0.8567,0.8567,0.7498,0.7498,1.0,1.0,0.0,5,
D-9,SMAP,[point],vae,0.25,128,0.6977,0.6977,0.5358,0.5358,1.0,1.0,0.0,5,
D-9,SMAP,[point],lstm,0.25,256,0.9234,0.9234,0.8578,0.8578,1.0,1.0,0.0,5,
D-9,SMAP,[point],vae,0.25,256,0.8262,0.8262,0.704,0.704,1.0,1.0,0.0,5,
D-9,SMAP,[point],lstm,0.5,16,0.3929,0.3929,0.2451,0.2451,1.0,1.0,0.0,5,
D-9,SMAP,[point],vae,0.5,16,0.2239,0.2239,0.1261,0.1261,1.0,1.0,0.0,5,
D-9,SMAP,[point],lstm,0.5,32,0.5553,0.5553,0.3844,0.3844,1.0,1.0,0.0,5,
D-9,SMAP,[point],vae,0.5,32,0.3659,0.3659,0.2239,0.2239,1.0,1.0,0.0,5,
D-9,SMAP,[point],lstm,0.5,64,0.744,0.744,0.5931,0.5931,1.0,1.0,0.0,5,
D-9,SMAP,[point],vae,0.5,64,0.5333,0.5333,0.3636,0.3636,1.0,1.0,0.0,5,
D-9,SMAP,[point],lstm,0.5,128,0.8422,0.8422,0.7276,0.7276,1.0,1.0,0.0,5,
D-9,SMAP,[point],vae,0.5,128,0.6997,0.6997,0.5382,0.5382,1.0,1.0,0.0,5,
D-9,SMAP,[point],lstm,0.5,256,0.9168,0.9168,0.8466,0.8466,1.0,1.0,0.0,5,
D-9,SMAP,[point],vae,0.5,256,0.8219,0.8219,0.6977,0.6977,1.0,1.0,0.0,5,
D-9,SMAP,[point],lstm,0.75,16,0.4102,0.4102,0.2584,0.2584,1.0,1.0,0.0,5,
D-9,SMAP,[point],vae,0.75,16,0.2222,0.2222,0.125,0.125,1.0,1.0,0.0,5,
D-9,SMAP,[point],lstm,0.75,32,0.5541,0.5541,0.3833,0.3833,1.0,1.0,0.0,5,
D-9,SMAP,[point],vae,0.75,32,0.3659,0.3659,0.2239,0.2239,1.0,1.0,0.0,5,
D-9,SMAP,[point],lstm,0.75,64,0.7151,0.7151,0.5566,0.5566,1.0,1.0,0.0,5,
D-9,SMAP,[point],vae,0.75,64,0.5333,0.5333,0.3636,0.3636,1.0,1.0,0.0,5,
D-9,SMAP,[point],lstm,0.75,128,0.8452,0.8452,0.7322,0.7322,1.0,1.0,0.0,5,
D-9,SMAP,[point],vae,0.75,128,0.6957,0.6957,0.5333,0.5333,1.0,1.0,0.0,5,
D-9,SMAP,[point],lstm,0.75,256,0.9144,0.9144,0.8424,0.8424,1.0,1.0,0.0,5,
D-9,SMAP,[point],vae,0.75,256,0.8205,0.8205,0.6957,0.6957,1.0,1.0,0.0,5,
D-9,SMAP,[point],lstm,1.0,16,0.3989,0.3989,0.2493,0.2493,1.0,1.0,0.0,5,
D-9,SMAP,[point],vae,1.0,16,0.2239,0.2239,0.1261,0.1261,1.0,1.0,0.0,5,
D-9,SMAP,[point],lstm,1.0,32,0.5653,0.5653,0.3946,0.3946,1.0,1.0,0.0,5,
D-9,SMAP,[point],vae,1.0,32,0.3659,0.3659,0.2239,0.2239,1.0,1.0,0.0,5,
D-9,SMAP,[point],lstm,1.0,64,0.7471,0.7471,0.5976,0.5976,1.0,1.0,0.0,5,
D-9,SMAP,[point],vae,1.0,64,0.5333,0.5333,0.3636,0.3636,1.0,1.0,0.0,5,
D-9,SMAP,[point],lstm,1.0,128,0.8473,0.8473,0.7352,0.7352,1.0,1.0,0.0,5,
D-9,SMAP,[point],vae,1.0,128,0.6977,0.6977,0.5358,0.5358,1.0,1.0,0.0,5,
D-9,SMAP,[point],lstm,1.0,256,0.9169,0.9167,0.8466,0.8465,1.0,0.9997,0.0,5,
D-9,SMAP,[point],vae,1.0,256,0.8205,0.8205,0.6957,0.6957,1.0,1.0,0.0,5,
D-9,SMAP,[point],lstm,1.5,16,0.4044,0.4044,0.2538,0.2538,1.0,1.0,0.0,5,
D-9,SMAP,[point],vae,1.5,16,0.2222,0.2222,0.125,0.125,1.0,1.0,0.0,5,
D-9,SMAP,[point],lstm,1.5,32,0.5563,0.5563,0.3854,0.3854,1.0,1.0,0.0,5,
D-9,SMAP,[point],vae,1.5,32,0.3659,0.3659,0.2239,0.2239,1.0,1.0,0.0,5,
D-9,SMAP,[point],lstm,1.5,64,0.7293,0.7293,0.5741,0.5741,1.0,1.0,0.0,5,
D-9,SMAP,[point],vae,1.5,64,0.5406,0.5406,0.3705,0.3705,1.0,1.0,0.0,5,
D-9,SMAP,[point],lstm,1.5,128,0.8321,0.8321,0.7124,0.7124,1.0,1.0,0.0,5,
D-9,SMAP,[point],vae,1.5,128,0.6997,0.6997,0.5382,0.5382,1.0,1.0,0.0,5,
D-9,SMAP,[point],lstm,1.5,256,0.9085,0.9085,0.8323,0.8323,1.0,1.0,0.0,5,
D-9,SMAP,[point],vae,1.5,256,0.8233,0.8233,0.6997,0.6997,1.0,1.0,0.0,5,
G-4,SMAP,[point],lstm,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0.03221
G-4,SMAP,[point],vae,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0.0
G-4,SMAP,[point],lstm,0.1,16,0.1473,0.0102,0.0946,0.0067,0.3333,0.0208,5.38,5,
G-4,SMAP,[point],vae,0.1,16,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-4,SMAP,[point],lstm,0.1,32,0.2816,0.018,0.2019,0.0148,0.4667,0.0229,15.44,5,
G-4,SMAP,[point],vae,0.1,32,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-4,SMAP,[point],lstm,0.1,64,0.7276,0.0305,0.5718,0.035,1.0,0.0271,26.13,5,
G-4,SMAP,[point],vae,0.1,64,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-4,SMAP,[point],lstm,0.1,128,0.8481,0.0384,0.7362,0.069,1.0,0.0266,32.33,5,
G-4,SMAP,[point],vae,0.1,128,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-4,SMAP,[point],lstm,0.1,256,0.9252,0.0503,0.8608,0.1561,1.0,0.0299,30.87,5,
G-4,SMAP,[point],vae,0.1,256,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-4,SMAP,[point],lstm,0.25,16,0.0605,0.0081,0.0391,0.0054,0.1333,0.0167,5.5,5,
G-4,SMAP,[point],vae,0.25,16,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-4,SMAP,[point],lstm,0.25,32,0.2599,0.0131,0.1928,0.0107,0.4,0.0167,12.5,5,
G-4,SMAP,[point],vae,0.25,32,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-4,SMAP,[point],lstm,0.25,64,0.6596,0.0283,0.5346,0.0326,0.8667,0.025,26.1,5,
G-4,SMAP,[point],vae,0.25,64,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-4,SMAP,[point],lstm,0.25,128,0.8484,0.025,0.7368,0.0459,1.0,0.0172,40.33,5,
G-4,SMAP,[point],vae,0.25,128,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-4,SMAP,[point],lstm,0.25,256,0.9246,0.0395,0.8598,0.1252,1.0,0.0234,35.47,5,
G-4,SMAP,[point],vae,0.25,256,0.0,0.0,0.0,0.0,0.0,0.0,,5,
G-4,SMAP,[point],lstm,0.5,16,0.0771,0.0171,0.0478,0.0111,0.2,0.0375,0.33,5,
G-4,SMAP,[point],vae,0.5,16,0.05,0.05,0.04,0.04,0.0667,0.0667,0.0,5,
G-4,SMAP,[point],lstm,0.5,32,0.1771,0.0162,0.1328,0.0133,0.2667,0.0208,7.0,5,
G-4,SMAP,[point],vae,0.5,32,0.2082,0.2082,0.2238,0.2238,0.2,0.2,0.0,5,
G-4,SMAP,[point],lstm,0.5,64,0.5413,0.0316,0.4593,0.0359,0.6667,0.0281,25.3,5,
G-4,SMAP,[point],vae,0.5,64,0.4325,0.4278,0.5285,0.5268,0.4,0.3906,0.75,5,
G-4,SMAP,[point],lstm,0.5,128,0.8124,0.0426,0.7224,0.0755,0.9333,0.0297,42.77,5,
G-4,SMAP,[point],vae,0.5,128,0.1977,0.1271,0.3829,0.375,0.1333,0.0771,28.5,5,
G-4,SMAP,[point],lstm,0.5,256,0.9253,0.0498,0.861,0.1551,1.0,0.0297,43.27,5,
G-4,SMAP,[point],vae,0.5,256,0.706,0.4395,0.9661,0.9411,0.6,0.312,53.1,5,
G-4,SMAP,[point],lstm,0.75,16,0.1691,0.0273,0.1073,0.0178,0.4,0.0583,1.12,5,
G-4,SMAP,[point],vae,0.75,16,0.1071,0.1071,0.09,0.09,0.1333,0.1333,0.0,5,
G-4,SMAP,[point],lstm,0.75,32,0.5051,0.0979,0.3569,0.0767,0.8667,0.1354,8.2,5,
G-4,SMAP,[point],vae,0.75,32,0.3912,0.3912,0.3203,0.3203,0.5333,0.5333,0.0,5,
G-4,SMAP,[point],lstm,0.75,64,0.5755,0.1567,0.4784,0.1599,0.7333,0.1542,17.97,5,
G-4,SMAP,[point],vae,0.75,64,0.3867,0.3659,0.3877,0.375,0.4,0.3698,3.62,5,
G-4,SMAP,[point],lstm,0.75,128,0.8481,0.2814,0.7362,0.3743,1.0,0.2276,22.93,5,
G-4,SMAP,[point],vae,0.75,128,0.671,0.5896,0.7254,0.6897,0.6667,0.5458,7.93,5,
G-4,SMAP,[point],lstm,0.75,256,0.923,0.3402,0.857,0.568,1.0,0.2456,29.0,5,
