ar_order,generative,step,ramp,spike,noise
8,0.7813323850330527,0.9311253952657864,0.642803498268127,0.892400553605278,0.3477606569222258
4,0.7813323850330527,0.6869828882307072,0.642803498268127,0.8818663143553002,0.3477606569222258
16,0.8009033310936109,0.6884877795521327,0.642803498268127,0.8954103362481289,0.3477606569222258
