chan_id,spacecraft,anomaly_class,alpha,duration,f1,precision,recall,latency_steps,n_replicas_valid,mean_injections_per_replica,fp_rate_no_injection
T-2,SMAP,[point],1.0,256,0.6941,0.5315,1.0,0.2,5,3.0,
T-2,SMAP,[point],1.5,16,0.1137,0.0603,1.0,0.0,5,3.0,
T-2,SMAP,[point],1.5,32,0.2024,0.1126,1.0,0.0,5,3.0,
T-2,SMAP,[point],1.5,64,0.3402,0.2049,1.0,0.07,5,3.0,
T-2,SMAP,[point],1.5,128,0.5137,0.3456,1.0,0.0,5,3.0,
T-2,SMAP,[point],1.5,256,0.6942,0.5317,1.0,0.0,5,3.0,
D-9,SMAP,[point],0.0,0,0.0,0.0,0.0,,1,0.0,0.0
D-9,SMAP,[point],0.1,16,0.7265,0.5792,1.0,0.0,5,3.0,
D-9,SMAP,[point],0.1,32,0.892,0.8086,1.0,0.0,5,3.0,
D-9,SMAP,[point],0.1,64,0.8971,0.8183,1.0,0.0,5,3.0,
D-9,SMAP,[point],0.1,128,0.9512,0.9082,1.0,0.0,5,3.0,
D-9,SMAP,[point],0.1,256,0.9819,0.9645,1.0,0.0,5,3.0,
D-9,SMAP,[point],0.25,16,0.7078,0.5533,1.0,0.0,5,3.0,
D-9,SMAP,[point],0.25,32,0.8443,0.7331,1.0,0.0,5,3.0,
D-9,SMAP,[point],0.25,64,0.8986,0.8183,1.0,0.0,5,3.0,
D-9,SMAP,[point],0.25,128,0.9255,0.862,1.0,0.0,5,3.0,
D-9,SMAP,[point],0.25,256,0.9656,0.9337,1.0,0.0,5,3.0,
D-9,SMAP,[point],0.5,16,0.6828,0.5288,1.0,0.0,5,3.0,
D-9,SMAP,[point],0.5,32,0.8543,0.7468,1.0,0.0,5,3.0,
D-9,SMAP,[point],0.5,64,0.8666,0.7687,1.0,0.0,5,3.0,
D-9,SMAP,[point],0.5,128,0.9514,0.9076,1.0,0.0,5,3.0,
D-9,SMAP,[point],0.5,256,0.9707,0.9432,1.0,0.0,5,3.0,
D-9,SMAP,[point],0.75,16,0.6578,0.4973,1.0,0.0,5,3.0,
D-9,SMAP,[point],0.75,32,0.8243,0.7027,1.0,0.0,5,3.0,
D-9,SMAP,[point],0.75,64,0.918,0.8488,1.0,0.0,5,3.0,
D-9,SMAP,[point],0.75,128,0.9365,0.8811,1.0,0.0,5,3.0,
D-9,SMAP,[point],0.75,256,0.976,0.9533,1.0,0.0,5,3.0,
D-9,SMAP,[point],1.0,16,0.6878,0.5317,1.0,0.0,5,3.0,
D-9,SMAP,[point],1.0,32,0.8056,0.6802,1.0,0.0,5,3.0,
D-9,SMAP,[point],1.0,64,0.8628,0.7624,1.0,0.0,5,3.0,
D-9,SMAP,[point],1.0,128,0.9433,0.8931,1.0,0.0,5,3.0,
D-9,SMAP,[point],1.0,256,0.9675,0.9373,1.0,0.0,5,3.0,
D-9,SMAP,[point],1.5,16,0.6632,0.5013,1.0,0.0,5,3.0,
D-9,SMAP,[point],1.5,32,0.837,0.7226,1.0,0.0,5,3.0,
D-9,SMAP,[point],1.5,64,0.9048,0.8267,1.0,0.0,5,3.0,
D-9,SMAP,[point],1.5,128,0.9651,0.9326,1.0,0.0,5,3.0,
D-9,SMAP,[point],1.5,256,0.978,0.957,1.0,0.0,5,3.0,
G-4,SMAP,[point],0.0,0,0.0,0.0,0.0,,1,0.0,0.03091
G-4,SMAP,[point],0.1,16,0.1514,0.098,0.3333,5.38,5,3.0,
G-4,SMAP,[point],0.1,32,0.2871,0.2076,0.4667,15.44,5,3.0,
G-4,SMAP,[point],0.1,64,0.6653,0.5419,0.8667,26.37,5,3.0,
G-4,SMAP,[point],0.1,128,0.8531,0.7439,1.0,36.2,5,3.0,
G-4,SMAP,[point],0.1,256,0.9265,0.8631,1.0,30.87,5,3.0,
G-4,SMAP,[point],0.25,16,0.0621,0.0405,0.1333,5.5,5,3.0,
G-4,SMAP,[point],0.25,32,0.276,0.2112,0.4,13.4,5,3.0,
G-4,SMAP,[point],0.25,64,0.6315,0.524,0.8,20.87,5,3.0,
G-4,SMAP,[point],0.25,128,0.8158,0.7277,0.9333,47.83,5,3.0,
G-4,SMAP,[point],0.25,256,0.9277,0.8651,1.0,46.53,5,3.0,
G-4,SMAP,[point],0.5,16,0.0793,0.0495,0.2,0.33,5,3.0,
G-4,SMAP,[point],0.5,32,0.2734,0.2079,0.4,10.4,5,3.0,
G-4,SMAP,[point],0.5,64,0.5846,0.491,0.7333,20.57,5,3.0,
G-4,SMAP,[point],0.5,128,0.7416,0.6977,0.8,34.07,5,3.0,
G-4,SMAP,[point],0.5,256,0.9284,0.8664,1.0,62.0,5,3.0,
G-4,SMAP,[point],0.75,16,0.1476,0.0949,0.3333,0.0,5,3.0,
G-4,SMAP,[point],0.75,32,0.4173,0.3046,0.6667,9.37,5,3.0,
G-4,SMAP,[point],0.75,64,0.4376,0.3751,0.5333,13.33,5,3.0,
G-4,SMAP,[point],0.75,128,0.7635,0.6958,0.8667,34.47,5,3.0,
G-4,SMAP,[point],0.75,256,0.9271,0.8641,1.0,33.87,5,3.0,
G-4,SMAP,[point],1.0,16,0.1996,0.1271,0.4667,2.12,5,3.0,
G-4,SMAP,[point],1.0,32,0.3475,0.2582,0.5333,4.3,5,3.0,
G-4,SMAP,[point],1.0,64,0.4625,0.4115,0.5333,16.3,5,3.0,
G-4,SMAP,[point],1.0,128,0.7387,0.692,0.8,16.43,5,3.0,
G-4,SMAP,[point],1.0,256,0.9268,0.8635,1.0,35.6,5,3.0,
G-4,SMAP,[point],1.5,16,0.3701,0.2308,0.9333,2.73,5,3.0,
G-4,SMAP,[point],1.5,32,0.5163,0.3682,0.8667,3.9,5,3.0,
G-4,SMAP,[point],1.5,64,0.732,0.5773,1.0,6.13,5,3.0,
G-4,SMAP,[point],1.5,128,0.8481,0.7363,1.0,12.6,5,3.0,
G-4,SMAP,[point],1.5,256,0.927,0.8639,1.0,7.53,5,3.0,
B-1,SMAP,[point],0.0,0,0.0,0.0,0.0,,1,0.0,0.0
B-1,SMAP,[point],0.1,16,0.3873,0.2402,1.0,0.0,5,3.0,
B-1,SMAP,[point],0.1,32,0.5646,0.3934,1.0,0.0,5,3.0,
B-1,SMAP,[point],0.1,64,0.7214,0.5642,1.0,0.0,5,3.0,
B-1,SMAP,[point],0.1,128,0.8383,0.7215,1.0,0.0,5,3.0,
B-1,SMAP,[point],0.1,256,0.9079,0.8315,1.0,0.0,5,3.0,
B-1,SMAP,[point],0.25,16,0.3925,0.2442,1.0,0.0,5,3.0,
B-1,SMAP,[point],0.25,32,0.555,0.3842,1.0,0.0,5,3.0,
B-1,SMAP,[point],0.25,64,0.7189,0.5611,1.0,0.0,5,3.0,
B-1,SMAP,[point],0.25,128,0.8332,0.7141,1.0,0.0,5,3.0,
B-1,SMAP,[point],0.25,256,0.9129,0.8397,1.0,0.0,5,3.0,
B-1,SMAP,[point],0.5,16,0.3874,0.2403,1.0,0.0,5,3.0,
B-1,SMAP,[point],0.5,32,0.5518,0.3811,1.0,0.0,5,3.0,
B-1,SMAP,[point],0.5,64,0.7103,0.5508,1.0,0.0,5,3.0,
B-1,SMAP,[point],0.5,128,0.8335,0.7146,1.0,0.0,5,3.0,
B-1,SMAP,[point],0.5,256,0.9082,0.8319,1.0,0.0,5,3.0,
B-1,SMAP,[point],0.75,16,0.3869,0.24,1.0,0.0,5,3.0,
B-1,SMAP,[point],0.75,32,0.5468,0.3763,1.0,0.0,5,3.0,
B-1,SMAP,[point],0.75,64,0.7106,0.5512,1.0,0.0,5,3.0,
B-1,SMAP,[point],0.75,128,0.8337,0.7149,1.0,0.0,5,3.0,
B-1,SMAP,[point],0.75,256,0.9096,0.8342,1.0,0.0,5,3.0,
B-1,SMAP,[point],1.0,16,0.3847,0.2382,1.0,0.0,5,3.0,
B-1,SMAP,[point],1.0,32,0.5512,0.3805,1.0,0.0,5,3.0,
B-1,SMAP,[point],1.0,64,0.7106,0.5512,1.0,0.0,5,3.0,
B-1,SMAP,[point],1.0,128,0.8303,0.7098,1.0,0.0,5,3.0,
B-1,SMAP,[point],1.0,256,0.909,0.8332,1.0,0.0,5,3.0,
B-1,SMAP,[point],1.5,16,0.372,0.2285,1.0,0.0,5,3.0,
B-1,SMAP,[point],1.5,32,0.5456,0.3752,1.0,0.0,5,3.0,
B-1,SMAP,[point],1.5,64,0.712,0.5528,1.0,0.0,5,3.0,
B-1,SMAP,[point],1.5,128,0.8281,0.7067,1.0,0.0,5,3.0,
B-1,SMAP,[point],1.5,256,0.9056,0.8274,1.0,0.0,5,3.0,
R-1,SMAP,[point],0.0,0,0.0,0.0,0.0,,1,0.0,1.0
R-1,SMAP,[point],0.1,16,0.0214,0.0108,1.0,0.0,5,3.0,
R-1,SMAP,[point],0.1,32,0.0423,0.0216,1.0,0.0,5,3.0,
R-1,SMAP,[point],0.1,64,0.0828,0.0432,1.0,0.0,5,3.0,
R-1,SMAP,[point],0.1,128,0.159,0.0864,1.0,0.0,5,3.0,
R-1,SMAP,[point],0.1,256,0.2946,0.1728,1.0,0.0,5,3.0,
R-1,SMAP,[point],0.25,16,0.0214,0.0108,1.0,0.0,5,3.0,
R-1,SMAP,[point],0.25,32,0.0423,0.0216,1.0,0.0,5,3.0,
R-1,SMAP,[point],0.25,64,0.0828,0.0432,1.0,0.0,5,3.0,
R-1,SMAP,[point],0.25,128,0.1591,0.0864,1.0,0.0,5,3.0,
R-1,SMAP,[point],0.25,256,0.2946,0.1728,1.0,0.0,5,3.0,
R-1,SMAP,[point],0.5,16,0.0214,0.0108,1.0,0.0,5,3.0,
R-1,SMAP,[point],0.5,32,0.0423,0.0216,1.0,0.0,5,3.0,
R-1,SMAP,[point],0.5,64,0.0828,0.0432,1.0,0.0,5,3.0,
R-1,SMAP,[point],0.5,128,0.159,0.0864,1.0,0.0,5,3.0,
R-1,SMAP,[point],0.5,256,0.2947,0.1728,1.0,0.0,5,3.0,
R-1,SMAP,[point],0.75,16,0.0214,0.0108,1.0,0.0,5,3.0,
R-1,SMAP,[point],0.75,32,0.0423,0.0216,1.0,0.0,5,3.0,
R-1,SMAP,[point],0.75,64,0.0828,0.0432,1.0,0.0,5,3.0,
R-1,SMAP,[point],0.75,128,0.159,0.0864,1.0,0.0,5,3.0,
R-1,SMAP,[point],0.75,256,0.2947,0.1728,1.0,0.0,5,3.0,
R-1,SMAP,[point],1.0,16,0.0214,0.0108,1.0,0.0,5,3.0,
R-1,SMAP,[point],1.0,32,0.0423,0.0216,1.0,0.0,5,3.0,
R-1,SMAP,[point],1.0,64,0.0828,0.0432,1.0,0.0,5,3.0,
R-1,SMAP,[point],1.0,128,0.159,0.0864,1.0,0.0,5,3.0,
R-1,SMAP,[point],1.0,256,0.2947,0.1728,1.0,0.0,5,3.0,
R-1,SMAP,[point],1.5,16,0.0214,0.0108,1.0,0.0,5,3.0,
R-1,SMAP,[point],1.5,32,0.0423,0.0216,1.0,0.0,5,3.0,
R-1,SMAP,[point],1.5,64,0.0828,0.0432,1.0,0.0,5,3.0,
R-1,SMAP,[point],1.5,128,0.159,0.0864,1.0,0.0,5,3.0,
R-1,SMAP,[point],1.5,256,0.2946,0.1728,1.0,0.0,5,3.0,
A-8,SMAP,[contextual],0.0,0,0.0,0.0,0.0,,1,0.0,0.0
A-8,SMAP,[contextual],0.1,16,0.0,0.0,0.0,,5,3.0,
A-8,SMAP,[contextual],0.1,32,0.0,0.0,0.0,,5,3.0,
A-8,SMAP,[contextual],0.1,64,0.0,0.0,0.0,,5,3.0,
A-8,SMAP,[contextual],0.1,128,0.0,0.0,0.0,,5,3.0,
A-8,SMAP,[contextual],0.1,256,0.2,0.4,0.1333,130.5,5,3.0,
A-8,SMAP,[contextual],0.25,16,0.2,0.4,0.1333,6.0,5,3.0,
A-8,SMAP,[contextual],0.25,32,0.1955,0.3684,0.1333,9.5,5,3.0,
A-8,SMAP,[contextual],0.25,64,0.3973,0.7793,0.2667,27.0,5,3.0,
A-8,SMAP,[contextual],0.25,128,0.4,0.8,0.2667,27.0,5,3.0,
A-8,SMAP,[contextual],0.25,256,0.7394,0.9981,0.6,87.2,5,3.0,
A-8,SMAP,[contextual],0.5,16,0.3912,0.7406,0.2667,4.0,5,3.0,
A-8,SMAP,[contextual],0.5,32,0.4464,0.7208,0.3333,0.25,5,3.0,
A-8,SMAP,[contextual],0.5,64,0.5185,0.7954,0.4,8.38,5,3.0,
A-8,SMAP,[contextual],0.5,128,0.7787,0.9972,0.6667,37.13,5,3.0,
A-8,SMAP,[contextual],0.5,256,0.9983,0.9966,1.0,64.53,5,3.0,
A-8,SMAP,[contextual],0.75,16,0.3928,0.5254,0.3333,6.0,5,3.0,
A-8,SMAP,[contextual],0.75,32,0.6507,0.9693,0.5333,8.47,5,3.0,
A-8,SMAP,[contextual],0.75,64,0.8131,0.966,0.7333,16.83,5,3.0,
A-8,SMAP,[contextual],0.75,128,0.7183,0.9947,0.6,38.97,5,3.0,
A-8,SMAP,[contextual],0.75,256,0.997,0.9941,1.0,64.53,5,3.0,
A-8,SMAP,[contextual],1.0,16,0.6312,0.8936,0.5333,3.33,5,3.0,
A-8,SMAP,[contextual],1.0,32,0.731,0.9344,0.6667,7.33,5,3.0,
A-8,SMAP,[contextual],1.0,64,0.8696,0.9713,0.8,7.17,5,3.0,
A-8,SMAP,[contextual],1.0,128,0.9143,0.9882,0.8667,15.53,5,3.0,
A-8,SMAP,[contextual],1.0,256,0.9977,0.9954,1.0,23.87,5,3.0,
A-8,SMAP,[contextual],1.5,16,0.8869,0.9333,0.8667,2.53,5,3.0,
A-8,SMAP,[contextual],1.5,32,0.8918,0.9298,0.8667,1.27,5,3.0,
A-8,SMAP,[contextual],1.5,64,0.9923,0.9849,1.0,4.73,5,3.0,
A-8,SMAP,[contextual],1.5,128,0.9959,0.9918,1.0,7.73,5,3.0,
A-8,SMAP,[contextual],1.5,256,0.9964,0.9928,1.0,12.13,5,3.0,
F-3,SMAP,[contextual],0.0,0,0.0,0.0,0.0,,1,0.0,0.02746
F-3,SMAP,[contextual],0.1,16,0.3373,0.2029,1.0,0.47,5,3.0,
F-3,SMAP,[contextual],0.1,32,0.5109,0.3432,1.0,0.13,5,3.0,
F-3,SMAP,[contextual],0.1,64,0.6735,0.5079,1.0,0.07,5,3.0,
F-3,SMAP,[contextual],0.1,128,0.8044,0.6728,1.0,0.4,5,3.0,
F-3,SMAP,[contextual],0.1,256,0.8952,0.8104,1.0,0.2,5,3.0,
F-3,SMAP,[contextual],0.25,16,0.33,0.1977,1.0,0.0,5,3.0,
F-3,SMAP,[contextual],0.25,32,0.4892,0.324,1.0,0.07,5,3.0,
F-3,SMAP,[contextual],0.25,64,0.68,0.5165,1.0,0.07,5,3.0,
F-3,SMAP,[contextual],0.25,128,0.8127,0.6871,1.0,0.07,5,3.0,
F-3,SMAP,[contextual],0.25,256,0.8899,0.8018,1.0,0.0,5,3.0,
F-3,SMAP,[contextual],0.5,16,0.312,0.1848,1.0,0.0,5,3.0,
F-3,SMAP,[contextual],0.5,32,0.4821,0.3181,1.0,0.0,5,3.0,
F-3,SMAP,[contextual],0.5,64,0.6467,0.478,1.0,0.0,5,3.0,
F-3,SMAP,[contextual],0.5,128,0.7908,0.6542,1.0,0.0,5,3.0,
F-3,SMAP,[contextual],0.5,256,0.9025,0.8232,1.0,0.0,5,3.0,
F-3,SMAP,[contextual],0.75,16,0.3146,0.1867,1.0,0.0,5,3.0,
F-3,SMAP,[contextual],0.75,32,0.4755,0.3126,1.0,0.0,5,3.0,
F-3,SMAP,[contextual],0.75,64,0.6833,0.5209,1.0,0.0,5,3.0,
F-3,SMAP,[contextual],0.75,128,0.797,0.6639,1.0,0.0,5,3.0,
F-3,SMAP,[contextual],0.75,256,0.8792,0.7845,1.0,0.0,5,3.0,
F-3,SMAP,[contextual],1.0,16,0.3116,0.1846,1.0,0.0,5,3.0,
F-3,SMAP,[contextual],1.0,32,0.4695,0.3068,1.0,0.07,5,3.0,
F-3,SMAP,[contextual],1.0,64,0.6398,0.4707,1.0,0.0,5,3.0,
F-3,SMAP,[contextual],1.0,128,0.7888,0.6521,1.0,0.0,5,3.0,
F-3,SMAP,[contextual],1.0,256,0.8763,0.7799,1.0,0.0,5,3.0,
F-3,SMAP,[contextual],1.5,16,0.3094,0.1833,1.0,0.0,5,3.0,
F-3,SMAP,[contextual],1.5,32,0.4697,0.307,1.0,0.0,5,3.0,
F-3,SMAP,[contextual],1.5,64,0.6552,0.4891,1.0,0.0,5,3.0,
F-3,SMAP,[contextual],1.5,128,0.7698,0.6257,1.0,0.0,5,3.0,
F-3,SMAP,[contextual],1.5,256,0.8727,0.7742,1.0,0.0,5,3.0,
M-2,MSL,[contextual],0.0,0,0.0,0.0,0.0,,1,0.0,0.01721
M-2,MSL,[contextual],0.1,16,0.397,0.4909,0.3333,10.8,5,3.0,
M-2,MSL,[contextual],0.1,32,0.2648,0.3918,0.2,13.0,5,3.0,
M-2,MSL,[contextual],0.1,64,0.5895,0.8411,0.4667,15.6,5,3.0,
M-2,MSL,[contextual],0.1,128,0.8303,0.9715,0.7333,32.4,5,3.0,
M-2,MSL,[contextual],0.25,16,0.3593,0.3974,0.3333,0.0,5,3.0,
M-2,MSL,[contextual],0.25,32,0.4149,0.5658,0.3333,1.88,5,3.0,
M-2,MSL,[contextual],0.25,64,0.6472,0.8584,0.5333,29.1,5,3.0,
M-2,MSL,[contextual],0.25,128,0.7892,0.9671,0.6667,30.8,5,3.0,
M-2,MSL,[contextual],0.5,16,0.4709,0.4811,0.4667,3.88,5,3.0,
M-2,MSL,[contextual],0.5,32,0.4095,0.5499,0.3333,5.0,5,3.0,
M-2,MSL,[contextual],0.5,64,0.7271,0.8711,0.6667,12.37,5,3.0,
M-2,MSL,[contextual],0.5,128,0.9091,0.9752,0.8667,26.47,5,3.0,
M-2,MSL,[contextual],0.75,16,0.6387,0.6278,0.6667,0.8,5,3.0,
M-2,MSL,[contextual],0.75,32,0.5517,0.6975,0.4667,7.8,5,3.0,
M-2,MSL,[contextual],0.75,64,0.5736,0.6878,0.5333,14.5,5,3.0,
M-2,MSL,[contextual],0.75,128,0.8653,0.9616,0.8,48.2,5,3.0,
M-2,MSL,[contextual],1.0,16,0.7639,0.6875,0.8667,4.37,5,3.0,
M-2,MSL,[contextual],1.0,32,0.726,0.7633,0.7333,7.93,5,3.0,
M-2,MSL,[contextual],1.0,64,0.8202,0.8865,0.8,11.27,5,3.0,
M-2,MSL,[contextual],1.0,128,0.9854,0.9713,1.0,24.13,5,3.0,
M-2,MSL,[contextual],1.5,16,0.8348,0.7165,1.0,2.07,5,3.0,
M-2,MSL,[contextual],1.5,32,0.8396,0.8239,0.8667,3.53,5,3.0,
M-2,MSL,[contextual],1.5,64,0.9553,0.9144,1.0,6.87,5,3.0,
M-2,MSL,[contextual],1.5,128,0.9864,0.9732,1.0,7.4,5,3.0,
T-5,MSL,[point],0.0,0,0.0,0.0,0.0,,1,0.0,0.0
T-5,MSL,[point],0.1,16,0.4532,0.2938,1.0,0.0,5,3.0,
T-5,MSL,[point],0.1,32,0.61,0.44,1.0,0.0,5,3.0,
T-5,MSL,[point],0.1,64,0.7701,0.6273,1.0,0.0,5,3.0,
T-5,MSL,[point],0.1,128,0.872,0.7739,1.0,0.0,5,3.0,
T-5,MSL,[point],0.1,256,0.9226,0.8569,1.0,0.0,5,2.2,
T-5,MSL,[point],0.25,16,0.4203,0.2664,1.0,0.0,5,3.0,
T-5,MSL,[point],0.25,32,0.6105,0.4397,1.0,0.0,5,3.0,
T-5,MSL,[point],0.25,64,0.7359,0.5826,1.0,0.0,5,3.0,
T-5,MSL,[point],0.25,128,0.8718,0.7729,1.0,0.0,5,3.0,
T-5,MSL,[point],0.25,256,0.927,0.8641,1.0,0.0,5,2.2,
T-5,MSL,[point],0.5,16,0.4324,0.2787,1.0,0.0,5,3.0,
T-5,MSL,[point],0.5,32,0.6227,0.4529,1.0,0.0,5,3.0,
T-5,MSL,[point],0.5,64,0.736,0.5825,1.0,0.0,5,3.0,
T-5,MSL,[point],0.5,128,0.8529,0.7436,1.0,0.0,5,3.0,
T-5,MSL,[point],0.5,256,0.9288,0.8673,1.0,0.0,5,2.0,
T-5,MSL,[point],0.75,16,0.422,0.2678,1.0,0.0,5,3.0,
T-5,MSL,[point],0.75,32,0.6395,0.4711,1.0,0.0,5,3.0,
T-5,MSL,[point],0.75,64,0.7446,0.5934,1.0,0.0,5,3.0,
T-5,MSL,[point],0.75,128,0.8671,0.766,1.0,0.0,5,3.0,
T-5,MSL,[point],0.75,256,0.9236,0.8582,1.0,0.0,5,2.0,
T-5,MSL,[point],1.0,16,0.4469,0.288,1.0,0.0,5,3.0,
T-5,MSL,[point],1.0,32,0.6015,0.4309,1.0,0.0,5,3.0,
T-5,MSL,[point],1.0,64,0.7764,0.6351,1.0,0.0,5,3.0,
T-5,MSL,[point],1.0,128,0.8531,0.744,1.0,0.0,5,3.0,
T-5,MSL,[point],1.0,256,0.9281,0.866,1.0,0.0,5,2.2,
T-5,MSL,[point],1.5,16,0.4122,0.2598,1.0,0.0,5,3.0,
T-5,MSL,[point],1.5,32,0.6414,0.4734,1.0,0.0,5,3.0,
T-5,MSL,[point],1.5,64,0.7675,0.6239,1.0,0.0,5,3.0,
T-5,MSL,[point],1.5,128,0.8581,0.7515,1.0,0.0,5,3.0,
T-5,MSL,[point],1.5,256,0.9359,0.8799,1.0,0.0,5,2.2,
C-1,MSL,"[point, contextual]",0.0,0,0.0,0.0,0.0,,1,0.0,0.00389
C-1,MSL,"[point, contextual]",0.1,16,0.2483,0.3429,0.2,8.5,5,3.0,
C-1,MSL,"[point, contextual]",0.1,32,0.097,0.1778,0.0667,15.0,5,3.0,
C-1,MSL,"[point, contextual]",0.1,64,0.2954,0.5647,0.2,38.33,5,3.0,
C-1,MSL,"[point, contextual]",0.1,128,0.5572,0.7845,0.4667,78.58,5,3.0,
C-1,MSL,"[point, contextual]",0.1,256,0.757,0.9884,0.6333,113.6,5,2.2,
C-1,MSL,"[point, contextual]",0.25,16,0.0,0.0,0.0,,5,3.0,
C-1,MSL,"[point, contextual]",0.25,32,0.1939,0.3556,0.1333,14.0,5,3.0,
C-1,MSL,"[point, contextual]",0.25,64,0.257,0.3837,0.2,47.5,5,3.0,
C-1,MSL,"[point, contextual]",0.25,128,0.577,0.787,0.4667,95.0,5,3.0,
C-1,MSL,"[point, contextual]",0.25,256,0.7303,0.9872,0.6,117.27,5,2.2,
C-1,MSL,"[point, contextual]",0.5,16,0.3962,0.5013,0.3333,2.0,5,3.0,
C-1,MSL,"[point, contextual]",0.5,32,0.1918,0.3414,0.1333,13.5,5,3.0,
C-1,MSL,"[point, contextual]",0.5,64,0.2943,0.5566,0.2,19.33,5,3.0,
C-1,MSL,"[point, contextual]",0.5,128,0.3576,0.5863,0.2667,39.0,5,3.0,
C-1,MSL,"[point, contextual]",0.5,256,0.7519,0.9941,0.6333,102.0,5,2.8,
C-1,MSL,"[point, contextual]",0.75,16,0.2756,0.4433,0.2,0.0,5,3.0,
C-1,MSL,"[point, contextual]",0.75,32,0.1552,0.1855,0.1333,0.0,5,3.0,
C-1,MSL,"[point, contextual]",0.75,64,0.4923,0.9413,0.3333,0.0,5,3.0,
C-1,MSL,"[point, contextual]",0.75,128,0.6752,0.7867,0.6,26.17,5,3.0,
C-1,MSL,"[point, contextual]",0.75,256,0.9983,0.9966,1.0,89.2,5,2.8,
C-1,MSL,"[point, contextual]",1.0,16,0.425,0.4841,0.4,1.56,5,3.0,
C-1,MSL,"[point, contextual]",1.0,32,0.6566,0.7369,0.6,1.71,5,3.0,
C-1,MSL,"[point, contextual]",1.0,64,0.6484,0.9398,0.5333,12.8,5,3.0,
C-1,MSL,"[point, contextual]",1.0,128,0.8956,0.9867,0.8667,28.73,5,3.0,
C-1,MSL,"[point, contextual]",1.0,256,0.93,0.9921,0.9,35.27,5,2.4,
C-1,MSL,"[point, contextual]",1.5,16,0.683,0.8136,0.6,0.9,5,3.0,
C-1,MSL,"[point, contextual]",1.5,32,0.8237,0.8928,0.8,1.93,5,3.0,
C-1,MSL,"[point, contextual]",1.5,64,0.8037,0.9477,0.7333,4.77,5,3.0,
C-1,MSL,"[point, contextual]",1.5,128,0.992,0.9841,1.0,22.47,5,3.0,
C-1,MSL,"[point, contextual]",1.5,256,0.9962,0.9924,1.0,42.87,5,2.2,
D-14,MSL,"[point, point]",0.0,0,0.0,0.0,0.0,,1,0.0,0.0
D-14,MSL,"[point, point]",0.1,16,0.8077,0.6783,1.0,0.0,5,3.0,
D-14,MSL,"[point, point]",0.1,32,0.8765,0.7819,1.0,0.0,5,3.0,
D-14,MSL,"[point, point]",0.1,64,0.941,0.8891,1.0,0.0,5,3.0,
D-14,MSL,"[point, point]",0.1,128,0.9628,0.9285,1.0,0.0,5,3.0,
D-14,MSL,"[point, point]",0.1,256,0.9811,0.963,1.0,0.0,5,3.0,
D-14,MSL,"[point, point]",0.25,16,0.737,0.5867,1.0,0.0,5,3.0,
D-14,MSL,"[point, point]",0.25,32,0.8183,0.6931,1.0,0.0,5,3.0,
D-14,MSL,"[point, point]",0.25,64,0.9106,0.8362,1.0,0.0,5,3.0,
D-14,MSL,"[point, point]",0.25,128,0.9534,0.9111,1.0,0.0,5,3.0,
D-14,MSL,"[point, point]",0.25,256,0.972,0.9455,1.0,0.0,5,2.8,
D-14,MSL,"[point, point]",0.5,16,0.6732,0.5085,1.0,0.0,5,3.0,
D-14,MSL,"[point, point]",0.5,32,0.8044,0.6731,1.0,0.0,5,3.0,
D-14,MSL,"[point, point]",0.5,64,0.8833,0.7911,1.0,0.0,5,3.0,
D-14,MSL,"[point, point]",0.5,128,0.9426,0.8914,1.0,0.0,5,3.0,
D-14,MSL,"[point, point]",0.5,256,0.9696,0.941,1.0,0.0,5,3.0,
D-14,MSL,"[point, point]",0.75,16,0.6564,0.489,1.0,0.0,5,3.0,
D-14,MSL,"[point, point]",0.75,32,0.8091,0.6798,1.0,0.0,5,3.0,
D-14,MSL,"[point, point]",0.75,64,0.889,0.8003,1.0,0.0,5,3.0,
D-14,MSL,"[point, point]",0.75,128,0.9469,0.8994,1.0,0.0,5,3.0,
D-14,MSL,"[point, point]",0.75,256,0.9656,0.9335,1.0,0.0,5,3.0,
D-14,MSL,"[point, point]",1.0,16,0.6279,0.4587,1.0,0.0,5,3.0,
D-14,MSL,"[point, point]",1.0,32,0.813,0.6856,1.0,0.0,5,3.0,
D-14,MSL,"[point, point]",1.0,64,0.8894,0.8009,1.0,0.0,5,3.0,
D-14,MSL,"[point, point]",1.0,128,0.9348,0.8776,1.0,0.0,5,3.0,
D-14,MSL,"[point, point]",1.0,256,0.9667,0.9355,1.0,0.0,5,3.0,
D-14,MSL,"[point, point]",1.5,16,0.6263,0.4561,1.0,0.0,5,3.0,
D-14,MSL,"[point, point]",1.5,32,0.775,0.6328,1.0,0.0,5,3.0,
D-14,MSL,"[point, point]",1.5,64,0.8728,0.7744,1.0,0.0,5,3.0,
D-14,MSL,"[point, point]",1.5,128,0.9325,0.8736,1.0,0.0,5,3.0,
D-14,MSL,"[point, point]",1.5,256,0.9643,0.9312,1.0,0.0,5,3.0,
